TRUE,GRU,LSTM,DTR,GBR,SVR,ANN
9.30E+01,8.83E+01,84.22070313,112,107.5931932,107.2868901,88.16041565
9.40E+01,9.32E+01,88.33575439,99,102.6189091,101.6597923,105.1414642
9.60E+01,8.86E+01,89.94261932,99,101.9897341,98.72748772,97.46461487
5.10E+01,4.16E+01,42.59199142,96,100.5425316,101.3263015,32.51035309
6.00E+01,5.54E+01,53.00765228,96,101.321517,103.0810789,59.26607132
5.00E+01,5.14E+01,50.5124855,57,58.59493056,58.63261177,58.33090591
4.60E+01,4.96E+01,48.32351303,66,66.41896028,65.63720127,46.57091522
3.90E+01,4.15E+01,41.53449631,57,56.2655948,56.30108404,47.05379868
3.80E+01,4.26E+01,42.79434204,52,53.27965875,52.23469544,39.99184799
4.70E+01,5.12E+01,50.84278107,46,49.04131987,45.70793691,50.14942932
4.60E+01,5.32E+01,52.26737213,46,47.15712593,45.05254438,51.81119919
4.80E+01,5.64E+01,55.12877274,52,54.61430542,53.10639582,55.15756989
5.30E+01,6.42E+01,62.26499176,52,54.32685893,52.41868206,61.86199188
6.70E+01,7.10E+01,69.33309937,52,54.73088817,54.29550944,72.98036957
6.10E+01,7.08E+01,68.64318848,57,61.2296702,59.26597892,71.57688141
7.30E+01,9.15E+01,90.36087036,70,73.33966571,71.86219368,93.98181152
7.90E+01,9.53E+01,94.98844147,66,68.36387771,67.00429691,100.3824844
7.40E+01,8.37E+01,86.23856354,80,81.49361691,81.27858486,91.65859985
7.10E+01,7.78E+01,78.75229645,80,84.87776901,86.75778718,85.6750946
7.60E+01,8.49E+01,83.75177002,80,81.49361691,81.494217,84.79867554
7.50E+01,8.02E+01,79.1366272,80,78.77423847,80.39905194,85.97315216
7.80E+01,8.41E+01,82.14547729,80,81.71740909,84.2232746,84.63420105
8.60E+01,8.52E+01,83.10580444,80,82.91195208,84.2853349,90.91866302
9.50E+01,9.42E+01,90.9830246,80,81.93790054,83.40487819,101.338356
1.06E+02,9.77E+01,98.72955322,86,86.72277576,89.41923537,93.57616425
7.90E+01,7.22E+01,68.97071838,96,100.771189,102.5463858,61.06913376
6.30E+01,5.00E+01,48.5439682,104,90.26706289,98.42497161,50.134655
4.90E+01,3.74E+01,35.75063324,59,69.56783121,71.93716242,28.58898926
2.70E+01,2.12E+01,20.28927612,49,59.90726444,59.41659757,26.47012329
1.10E+01,1.03E+01,11.45834351,43,43.91589962,42.06651627,17.48292542
1.00E+01,1.16E+01,14.0406723,26,26.93688413,23.95483845,21.36385345
6.00E+00,1.17E+01,13.06419373,12,13.92028263,14.28044364,19.31361389
1.10E+01,1.49E+01,17.29669189,12,13.92028263,13.45536028,24.48522186
1.20E+01,1.64E+01,18.39859772,9,11.39038735,10.93928171,27.99238586
1.30E+01,2.37E+01,26.05725861,12,13.49732745,14.19434169,30.49475861
1.00E+01,2.93E+01,28.04766083,12,13.02170131,14.24830094,30.16175079
1.50E+01,2.95E+01,27.29527283,14,22.11387379,18.80643223,37.30514908
2.30E+01,3.13E+01,28.4080658,12,21.5885116,16.50898867,28.57318878
3.40E+01,3.55E+01,31.1361084,23,26.70436301,24.93452806,33.2567749
3.60E+01,3.76E+01,35.10728455,62.5,40.20683035,30.69435585,45.65816116
4.20E+01,4.46E+01,38.53803635,43,46.3582923,43.90421515,35.77879715
4.20E+01,4.29E+01,36.08082962,43,44.16205326,44.42503635,39.02675247
4.70E+01,4.51E+01,41.66768265,62,56.09506081,49.72048348,51.63214493
4.70E+01,4.48E+01,43.91526794,62,49.56856952,42.16105525,47.57693481
2.80E+01,2.93E+01,25.82807922,52,56.35083738,55.14587925,23.20137024
2.00E+01,2.34E+01,20.81203461,45,54.54832146,46.71172675,21.41247559
2.30E+01,2.44E+01,22.77085876,26,26.22319803,28.1484998,26.88080597
1.60E+01,2.01E+01,17.81552124,19,19.331551,19.89526318,17.97066498
1.60E+01,1.80E+01,14.84807587,22,23.04547713,21.70385586,17.47554016
1.50E+01,1.55E+01,13.35030365,16,15.2740677,14.95901242,18.40836334
1.10E+01,1.40E+01,11.74349213,16,15.41591529,15.01749663,14.33870697
1.10E+01,9.99E+00,9.894966125,16,15.2740677,14.62964668,7.979019165
7.00E+00,7.88E+00,8.495567322,12,21.37167559,18.53933209,6.191650391
4.00E+00,4.40E+00,5.388763428,12,13.49732745,14.19434169,1.952796936
3.00E+00,9.89E+00,11.90273285,9,9.343718357,11.01709585,0.837013245
6.00E+00,1.32E+01,9.967178345,4,6.19028613,11.02688194,13.62479401
8.00E+00,1.27E+01,15.36597443,9,11.18164302,9.444950098,15.38043213
6.00E+00,1.38E+01,14.21775055,9,9.644496526,11.44377572,9.148971558
1.10E+01,2.22E+01,21.89593506,11,10.16253497,13.22680616,25.88121033
1.60E+01,2.99E+01,28.06677246,9,8.859932025,12.31910656,30.15048218
1.80E+01,3.31E+01,30.99506378,12,20.64967817,20.88653152,35.32932663
2.00E+01,3.17E+01,31.22454834,23,24.06525972,25.53848301,33.61199951
2.50E+01,3.58E+01,35.27250671,23,29.13112557,27.39903136,38.74904251
2.00E+01,3.10E+01,30.05269623,26,31.64893872,29.33712665,31.59497833
2.60E+01,4.73E+01,45.42499924,28,35.50471244,33.33551324,44.10453796
3.00E+01,4.81E+01,43.03315735,26,31.64893872,29.1838025,48.29799652
3.40E+01,4.54E+01,42.03929138,34,34.46885548,33.26626282,46.39566803
3.00E+01,4.17E+01,37.19393158,40,41.05796127,39.32959667,30.7644577
5.30E+01,5.51E+01,49.35048294,43,45.02190172,41.79038355,57.14017105
4.90E+01,4.71E+01,43.56034088,29,45.14479878,37.89424001,44.39045334
3.30E+01,3.34E+01,29.25016022,57,62.81910903,61.12340192,14.87015533
1.80E+01,2.18E+01,18.90568542,45,50.26057386,47.91141019,17.67340088
1.80E+01,2.18E+01,20.39702606,33,32.42850493,31.80435562,27.54960632
1.50E+01,1.85E+01,14.99084473,17,16.67189026,17.88601419,22.20605469
2.00E+01,2.23E+01,19.70742798,17,27.61676893,24.91224756,23.42410278
2.50E+01,2.64E+01,24.58337402,16,14.98048895,17.36659051,22.92810822
1.90E+01,2.13E+01,19.96498871,24,27.68155099,25.44998128,25.41770172
2.20E+01,2.48E+01,23.68125916,23,25.95882145,28.11355917,31.22325897
3.00E+01,3.14E+01,29.77780151,19,19.45446628,22.64719695,37.67232895
4.50E+01,4.94E+01,47.73598862,26,33.90541963,31.67140299,51.02451324
6.90E+01,6.96E+01,67.03796387,40,40.19216603,36.88611724,76.23924255
9.00E+01,9.73E+01,94.65975952,47,55.14704247,52.15678933,96.15598297
9.80E+01,1.04E+02,104.1291733,73,75.89499015,76.74192955,90.11706543
9.30E+01,9.94E+01,95.78525543,96,97.34757498,96.96806808,90.08081818
6.40E+01,7.04E+01,65.55674744,99,105.4359495,98.87083071,72.87403107
6.40E+01,7.13E+01,65.84095764,96,100.771189,100.4003572,62.31225586
5.60E+01,5.86E+01,54.63480759,73,73.66305628,73.3409519,68.09106445
5.60E+01,6.04E+01,57.12630463,73,71.9077077,72.92287986,62.75356674
6.80E+01,7.41E+01,72.7256012,60,63.03771594,64.01092046,84.58690643
5.60E+01,5.86E+01,56.98591614,60,63.03771594,63.42995512,63.51018906
3.00E+01,3.26E+01,31.38900757,73,73.38340217,75.06304582,33.39903259
2.50E+01,4.09E+01,39.09421921,60,63.03771594,62.71636194,31.84229279
1.60E+01,3.15E+01,24.23927307,40,40.77553275,37.55928728,23.14125824
1.00E+01,2.33E+01,18.26570129,34,34.61070307,32.54217208,19.29825592
1.30E+01,1.61E+01,12.88626862,16,31.95692125,24.88668302,20.24952698
1.90E+01,2.21E+01,18.59599304,12,20.33697325,16.50139815,27.32045746
2.50E+01,2.67E+01,21.93002319,14,23.94613188,21.79760481,35.0667572
2.20E+01,2.66E+01,22.15582275,26,31.34794645,27.54933055,31.70888519
1.80E+01,2.46E+01,19.79837036,34,35.97941191,33.41886693,29.44952393
1.90E+01,2.73E+01,19.06327057,26,32.00443997,29.23536445,16.46804047
2.90E+01,3.19E+01,25.94822693,17,27.75861652,24.7723115,32.49140167
4.40E+01,4.47E+01,39.52388382,24,27.04770683,25.78225321,49.73933411
7.50E+01,7.45E+01,67.06167603,35,40.19216603,36.39564864,72.00361633
6.00E+01,6.40E+01,60.91465378,47,52.38858977,51.52745395,59.75600815
6.00E+01,6.59E+01,63.06254196,80,81.48875171,80.88261303,59.64086151
6.00E+01,6.28E+01,62.12696075,66,67.62793438,65.99106044,69.67032623
3.80E+01,4.50E+01,44.17171478,66,68.74829603,67.60872114,45.67831421
3.50E+01,4.64E+01,43.62311935,66,68.36387771,67.06156057,41.9152832
3.20E+01,4.57E+01,42.90162277,46,47.82180451,45.93900471,37.65565109
4.10E+01,4.74E+01,44.81892395,43,45.61656978,43.13321366,45.29125595
4.90E+01,5.91E+01,56.98773956,40,43.35825562,39.75555513,61.17462921
4.90E+01,6.24E+01,57.67232513,46,51.54262329,48.29783577,61.12417984
5.50E+01,6.33E+01,59.98208618,52,56.8374967,57.44074647,62.75259399
5.60E+01,6.78E+01,64.18482208,52,57.61648216,58.4068704,59.09732056
6.20E+01,6.61E+01,59.47738647,60,64.41155468,63.41373198,66.74578857
8.00E+01,7.74E+01,70.22229767,56,68.3330819,64.4519307,78.96858215
9.90E+01,9.18E+01,90.96605682,72,74.07953,69.01335311,90.51981354
1.04E+02,9.59E+01,96.62654114,89,87.76834938,87.57278946,85.57866669
9.90E+01,9.01E+01,86.22409821,103,104.6535765,105.5525397,83.92988586
9.70E+01,9.09E+01,86.83624268,102.5,92.57462721,98.56543514,87.53309631
1.08E+02,1.03E+02,100.2830811,83,85.88743964,91.89399566,92.5486908
9.90E+01,8.78E+01,84.39616394,83,82.63036848,88.7065576,80.42588043
1.19E+02,1.01E+02,97.78120422,102.5,92.86352892,98.60733489,105.5224915
9.30E+01,7.76E+01,77.95674896,83,85.88743964,88.51268959,79.88672638
7.80E+01,6.80E+01,74.59304047,111.5,103.6101952,106.7509641,78.07202148
6.70E+01,5.95E+01,62.46910095,83,82.19968139,80.25473753,59.65774155
6.90E+01,6.93E+01,73.49119568,80,84.64911163,81.27813902,68.85552216
5.10E+01,5.22E+01,50.35753632,72,67.21081803,56.87807864,57.90031815
4.10E+01,4.23E+01,40.93099594,73,72.75552973,71.17353414,46.89509964
3.40E+01,4.03E+01,39.93770981,57,56.10246736,54.69013469,42.66506577
2.10E+01,3.52E+01,35.24431992,46,49.00642363,44.86491208,37.78375244
2.70E+01,4.09E+01,40.5279274,39,43.12410659,39.40431144,41.9362793
3.40E+01,5.17E+01,50.03560257,26,30.09763368,29.52286904,47.93652725
3.70E+01,5.38E+01,50.44483566,35,38.35566482,34.9241764,49.99988937
5.10E+01,6.12E+01,57.49839783,43,45.18560677,41.50122172,60.06404114
6.10E+01,6.44E+01,60.96551132,46,47.72369338,44.14607949,67.01235199
6.30E+01,6.73E+01,64.54185486,57,58.11240111,57.151682,69.01209259
5.90E+01,7.55E+01,72.56384277,66,67.9329147,65.92636962,72.03108215
7.00E+01,8.10E+01,78.44269562,70,71.294632,67.89734295,81.98126984
7.80E+01,8.71E+01,85.14376068,66,66.2340383,64.50563744,82.59007263
8.40E+01,9.22E+01,83.83634949,76,73.64809305,75.36701074,92.34920502
9.70E+01,9.74E+01,97.92849731,80,89.98705892,84.77471774,100.852211
1.10E+02,1.03E+02,100.4592285,89,90.53015578,91.63349206,93.82995605
1.06E+02,9.39E+01,89.34254456,99,94.95670136,103.2999928,81.31756592
9.20E+01,7.50E+01,72.04888916,110,112.928337,115.3509438,75.08294678
1.10E+02,9.46E+01,91.4285202,102.5,96.14746734,110.1026715,103.5632248
1.21E+02,1.12E+02,108.446228,83,80.94606086,94.43268428,113.0072174
1.36E+02,1.26E+02,124.0650635,110,121.4772163,118.7017488,134.3997803
1.50E+02,1.51E+02,153.5262756,126,125.1896547,128.5241536,154.1773682
1.18E+02,1.02E+02,113.1684189,136,137.7113174,141.9442291,118.127594
9.10E+01,7.98E+01,88.5946579,144,150.3947339,153.864472,70.57546234
8.60E+01,7.94E+01,83.39671326,124,120.5745387,118.0524749,74.19742584
6.70E+01,6.69E+01,65.94761658,96,95.74943992,95.60586384,65.80581665
6.00E+01,6.77E+01,65.91226196,89,88.91531012,90.5604133,67.81748962
5.30E+01,6.03E+01,58.86727142,73,71.39474828,71.87460356,59.53843689
5.30E+01,6.27E+01,63.30878448,66,68.36387771,65.96424121,68.16817474
5.30E+01,6.86E+01,66.09342194,57,61.2296702,59.16924766,66.10957336
9.70E+01,9.93E+01,102.4149933,56,51.03448654,52.63089505,102.5485992
1.05E+02,1.10E+02,103.473053,57,58.21535571,55.90025001,91.58113861
1.19E+02,1.18E+02,118.5929718,99,91.24013591,97.15506121,115.9583817
1.40E+02,1.29E+02,130.9398804,112,109.8694831,112.0243183,100.474411
1.44E+02,1.32E+02,128.7990875,132,124.9511541,124.7781849,143.9242249
1.41E+02,1.27E+02,131.6617126,142.5,134.4839687,144.3656681,125.0095062
1.45E+02,1.40E+02,134.1288147,144,151.2266007,149.5406967,138.7911377
1.42E+02,1.37E+02,135.8307343,142.5,143.9602414,146.4097035,136.085144
1.41E+02,1.36E+02,130.82724,144,151.2266007,150.0154284,121.6117401
1.36E+02,1.30E+02,128.5799866,144,147.1572582,146.6660249,139.5123444
1.28E+02,1.22E+02,124.0869522,144,147.1572582,145.4726799,113.28862
1.10E+02,1.09E+02,106.6390381,136,141.6849897,140.5411892,109.4553604
1.16E+02,1.15E+02,116.3943634,126,112.2975414,121.0076457,115.8120575
1.23E+02,1.19E+02,112.2800751,110,119.2684248,116.8940732,112.0429382
1.27E+02,1.23E+02,116.229332,114,110.1287753,109.4774352,126.0281982
1.24E+02,1.22E+02,122.016655,124,108.5123529,114.86342,130.5860138
1.15E+02,1.04E+02,109.7384033,124,129.5071877,132.0603204,103.3450546
1.17E+02,1.09E+02,113.014328,124,126.911124,127.8075774,100.634407
1.13E+02,9.94E+01,100.5355301,114,117.0581294,117.187031,89.74347687
8.90E+01,8.68E+01,87.13484192,114,113.8798264,116.856111,76.34416199
9.50E+01,9.52E+01,93.52271271,114,117.8955066,113.4678426,87.9469986
7.80E+01,8.13E+01,81.848526,89,90.74479053,90.48712042,79.26374054
1.40E+02,1.48E+02,147.7630005,96,97.8846663,94.05362823,156.1082153
1.53E+02,1.59E+02,166.2313843,80,83.48317965,81.69343412,164.6051025
1.59E+02,1.74E+02,175.4065094,144,143.4602116,143.1435614,179.3392029
1.80E+02,1.89E+02,191.944519,144,151.1737194,156.9693224,199.0542603
2.00E+02,2.02E+02,196.3801727,165,162.5314327,163.7442846,201.8343506
2.28E+02,2.26E+02,209.7934265,180,178.2873899,184.2909887,222.8960114
2.29E+02,2.03E+02,189.7507019,199,193.2283457,201.9663544,184.2862091
2.00E+02,1.73E+02,165.5007019,218,214.2742213,227.896735,161.9446716
1.46E+02,1.20E+02,121.8853607,218,218.6351708,228.0717076,111.8352509
1.33E+02,1.24E+02,129.2350311,199,191.7958918,202.7791762,124.0683365
1.25E+02,1.25E+02,130.2933502,144,146.0699679,150.7891898,124.0503693
7.90E+01,8.12E+01,81.17424011,136,135.3769381,139.1681637,77.98641205
8.00E+01,8.83E+01,89.96472168,132,130.6963125,130.9683529,85.04129028
7.20E+01,8.21E+01,82.49452972,80,84.87776901,86.27530211,76.55564117
5.90E+01,6.84E+01,67.43762207,89,89.96458842,89.28806319,66.44064331
6.30E+01,7.07E+01,70.51364899,80,81.49361691,80.16814357,71.50881195
6.40E+01,7.12E+01,71.47563934,66,68.55872612,68.32648894,73.58789825
5.20E+01,5.45E+01,54.49563599,73,72.65541345,71.03764683,53.47209549
6.70E+01,7.10E+01,68.77705383,73,72.65541345,71.27497515,72.02810669
7.80E+01,7.90E+01,76.60189819,57,60.35027914,60.04165977,79.20202637
8.90E+01,9.35E+01,91.24825287,73,73.72408403,73.79271261,99.1812439
8.80E+01,9.17E+01,91.62216187,76,82.66655825,83.16082837,94.61820221
9.60E+01,9.63E+01,97.24681091,89,91.42010243,93.93390454,102.4061813
1.00E+02,1.03E+02,102.0086975,89,88.8788199,92.41398606,108.6445007
9.30E+01,9.96E+01,97.73815918,96,96.36831709,99.52082063,101.6294556
8.50E+01,9.40E+01,92.07593536,103,102.4423657,103.9903883,94.60887909
8.80E+01,9.61E+01,94.24195862,96,98.5599782,98.13464607,97.24236298
8.20E+01,8.85E+01,85.58231354,89,88.91531012,91.09869868,91.90990448
8.00E+01,8.41E+01,81.16065979,89,91.42010243,94.24816895,88.88343048
5.90E+01,6.53E+01,61.16579437,89,88.31894502,88.39770137,70.98455811
7.50E+01,7.75E+01,75.67457581,89,86.55883468,86.27565659,84.55038452
7.70E+01,8.68E+01,86.23561096,66,66.19030184,65.82320172,88.24043274
7.00E+01,7.94E+01,79.74879456,76,79.50619833,81.22416867,81.94039154
8.00E+01,8.64E+01,88.10805511,80,84.64911163,85.01452578,90.23011017
8.10E+01,8.32E+01,83.92055511,80,75.58690997,77.87102665,85.44080353
7.90E+01,8.24E+01,80.85407257,89,89.32037351,88.63588055,82.30245972
8.90E+01,9.43E+01,92.26795959,89,88.70336334,89.14064214,94.69928741
1.06E+02,1.12E+02,111.4006882,76,82.66655825,86.8387779,112.4580536
1.12E+02,1.15E+02,118.3964615,89,93.40265582,96.5567299,118.9771194
1.18E+02,1.21E+02,122.9324799,104,109.6804446,112.464257,124.593071
1.20E+02,1.18E+02,117.1977997,114,120.0269885,117.7771972,114.1220474
1.19E+02,1.14E+02,105.8907318,124,124.5410148,125.1699064,122.0755692
1.27E+02,1.19E+02,109.8426056,124,116.9549958,121.6915608,124.6052704
1.28E+02,1.17E+02,111.3735809,124,107.7075781,118.8807242,120.0525055
1.35E+02,1.20E+02,116.1308594,124,110.6801851,124.9711131,132.0852966
1.33E+02,1.18E+02,112.0267029,124,110.6801851,124.3207061,125.8271332
1.24E+02,1.10E+02,102.5426407,113,119.5793021,129.6564499,123.1624908
1.12E+02,1.05E+02,98.13977051,113,114.2172847,126.2690128,98.57118225
1.07E+02,1.00E+02,94.62280273,124,108.0841214,116.7705005,96.36940765
1.09E+02,1.02E+02,98.01554108,114,104.2790648,100.1703899,98.80065155
1.08E+02,1.07E+02,99.67983246,104,92.23438769,100.0168621,80.90427399
1.19E+02,1.17E+02,112.5406647,104,98.50110048,108.5712393,93.85027313
1.17E+02,1.15E+02,107.5657196,102.5,87.95975409,96.93931235,99.26110077
1.20E+02,1.22E+02,118.0417175,126,100.0430191,105.9870275,104.2221832
1.23E+02,1.21E+02,124.5455856,114,101.0971449,108.1162018,96.81933594
1.14E+02,1.10E+02,106.3464508,132,121.130472,118.7955363,96.50273132
1.09E+02,1.04E+02,99.29026031,126,114.0401864,123.9040274,89.97704315
9.60E+01,8.88E+01,83.77186584,114,100.473709,111.4306453,80.92477417
1.02E+02,9.36E+01,90.21433258,102.5,101.6238331,98.86322348,80.22101593
9.50E+01,9.12E+01,87.80236053,83,79.1227141,82.75741728,68.53210449
8.10E+01,7.88E+01,76.93512726,83,85.18174687,88.59338307,68.65042114
7.30E+01,7.15E+01,68.37430573,83,78.93779319,88.91725201,66.79477692
6.30E+01,6.08E+01,56.5811615,66,71.09081822,80.65239138,60.78321838
4.50E+01,4.39E+01,39.08563995,59,63.83753748,74.37200325,49.27834702
5.10E+01,5.01E+01,48.03368759,49,55.27206973,62.43387625,56.25766373
4.00E+01,4.13E+01,38.7749939,43,38.99284299,42.69199884,47.80623245
3.60E+01,3.65E+01,34.45783234,43,41.3540887,47.43055572,47.27082443
3.40E+01,3.40E+01,32.70922852,32,34.97117332,36.78652229,46.19115448
2.40E+01,2.93E+01,28.32764435,32,29.91937893,39.10744612,36.35632324
2.70E+01,3.21E+01,32.08253479,38,32.75463436,32.27185033,40.10161591
2.70E+01,3.43E+01,32.10508728,17.5,31.1990753,26.07138209,44.52908707
3.80E+01,4.33E+01,40.21960831,35,34.05002769,22.42633916,78.04438782
4.20E+01,4.70E+01,46.10040283,35,34.05002769,21.77104978,68.60007477
4.20E+01,4.77E+01,46.14078522,46,44.52057929,42.37622238,82.67372894
5.60E+01,5.87E+01,55.45965576,46,47.95945768,49.25947727,80.06585693
7.50E+01,7.63E+01,69.13024139,46,47.95945768,53.54605807,107.7430878
6.80E+01,6.86E+01,63.55577087,60,61.56314993,53.11381704,89.17993927
8.80E+01,8.96E+01,84.68611908,53,78.69714071,59.06066241,103.4941406
5.00E+01,5.54E+01,48.91559982,73,73.56832308,76.63205262,71.56132507
3.80E+01,4.09E+01,40.7339859,86,84.0526817,90.44067456,56.89654541
3.80E+01,4.13E+01,40.28030396,57,56.3883233,49.94677585,62.52959824
4.60E+01,4.42E+01,46.98968887,38,40.49909921,37.00398365,54.37849808
3.50E+01,3.43E+01,39.44789505,38,34.95986908,32.80032108,32.43695831
2.00E+01,1.94E+01,25.07434082,43,39.95520871,36.70850433,20.54637909
9.00E+00,1.35E+01,19.56261444,32,30.69682374,27.09614893,21.67470551
1.10E+01,1.85E+01,16.99134064,24,29.34606567,22.77539646,19.42616272
1.70E+01,2.06E+01,20.23191833,15,20.1537067,16.06980731,19.21983337
2.20E+01,2.15E+01,21.04341125,12,18.26178335,14.61568717,18.31575012
1.30E+01,1.55E+01,14.84693146,17,16.81373785,18.79619518,23.1761322
1.70E+01,1.76E+01,16.89161682,22,21.01582484,22.32712447,24.9640274
1.40E+01,1.53E+01,13.5316391,14,22.71969069,20.87623902,22.52442932
1.60E+01,2.10E+01,16.18978119,23,29.65959618,27.18441619,25.87042236
1.40E+01,2.16E+01,16.895401,14,22.54483681,21.21700384,23.20050812
1.10E+01,1.99E+01,15.50361633,17,24.8875104,22.9157517,17.08477783
1.00E+01,1.76E+01,17.02437592,14,20.60485313,20.77123886,13.29232025
1.00E+01,2.37E+01,16.75554657,12,21.29473154,21.11857381,18.53479767
3.10E+01,4.00E+01,31.63922119,12,19.64359417,16.85621278,38.14716721
3.90E+01,4.73E+01,38.91203308,12,23.14214137,20.18848304,43.98146439
5.60E+01,6.12E+01,53.16298294,40,43.31451916,39.70294758,62.35704041
6.10E+01,6.63E+01,59.45637512,46,49.70599845,47.19085733,65.01437378
6.40E+01,7.09E+01,64.58237457,60,62.99397948,63.44282462,69.43113708
1.01E+02,1.06E+02,102.166008,66,68.40761417,68.16536823,116.1311951
1.11E+02,1.12E+02,112.904129,73,71.33836846,70.87738553,117.3225861
8.20E+01,8.40E+01,82.3249054,103,107.2535084,108.090811,85.81884766
8.40E+01,8.78E+01,84.35353088,110,121.9950988,119.3277136,89.3162384
8.90E+01,9.60E+01,91.93634033,89,88.93202072,90.5087116,94.78728485
9.10E+01,9.75E+01,97.20665741,89,88.5476024,92.18501932,98.4479599
8.10E+01,8.67E+01,88.36288452,89,93.63131319,96.05570645,87.50022888
1.03E+02,1.07E+02,104.8930359,96,97.57623236,97.77002412,113.9399185
9.90E+01,1.02E+02,102.6906967,86,94.77193414,89.44100065,104.5946579
1.05E+02,1.05E+02,107.732666,112,108.0417522,110.1688932,107.1772842
1.21E+02,1.13E+02,111.4459305,103,104.6535765,105.5252766,116.0904922
1.39E+02,1.31E+02,123.1964417,102.5,110.8992738,112.7821192,131.0571899
1.41E+02,1.25E+02,127.6490173,126,119.0225072,125.4119563,132.1014404
1.48E+02,1.35E+02,134.392807,136,144.6493364,144.5426011,130.4249878
1.68E+02,1.51E+02,144.1976624,144,146.7471189,147.1294267,163.244339
1.57E+02,1.40E+02,143.7484283,144,147.0629877,153.535846,152.6137085
1.59E+02,1.51E+02,161.7103271,169,164.8815031,171.684036,151.4255371
1.51E+02,1.44E+02,152.839798,165,157.3007988,161.1957094,152.5536499
1.37E+02,1.30E+02,133.3316498,165,161.7892834,162.1477357,139.4723206
1.28E+02,1.31E+02,129.4767761,144,151.1737194,156.0025662,136.27005
1.44E+02,1.46E+02,144.9816895,136,137.6049298,142.4990091,150.5424957
1.47E+02,1.52E+02,151.8283386,124,126.3779621,134.1718823,159.9062195
1.57E+02,1.60E+02,153.2444153,144,146.0699679,149.4408522,169.3769531
1.45E+02,1.45E+02,139.5602112,142.5,148.9792226,151.6993098,149.2967072
7.40E+01,6.29E+01,57.36288452,165,163.7573936,162.6606592,65.73094177
6.00E+01,6.04E+01,57.98960495,144,147.0741718,150.8435981,64.17880249
7.50E+01,7.61E+01,76.41732025,76,79.32614261,81.71776782,83.35702515
8.60E+01,8.69E+01,90.00798035,66,68.40761417,67.80783376,96.52320862
8.70E+01,9.52E+01,97.71685791,76,79.54993479,82.19694207,96.37342834
9.90E+01,1.05E+02,109.3723907,89,88.95904658,92.55422539,109.1165009
9.60E+01,1.01E+02,102.8110504,89,93.03693896,94.86123444,103.9636459
1.07E+02,1.11E+02,108.5710983,103,105.4325619,107.488237,111.3481216
1.11E+02,1.14E+02,110.1023865,96,99.1730539,104.1130472,112.7021255
1.20E+02,1.20E+02,116.3939056,112,108.7020951,113.9830537,118.3273315
1.21E+02,1.18E+02,115.0134354,110,118.4138583,117.6246318,121.8530121
1.26E+02,1.24E+02,121.0840454,126,123.7268239,126.1971697,128.6577759
1.30E+02,1.26E+02,124.810791,126,124.7861023,126.9570487,129.9620972
1.23E+02,1.17E+02,116.6265182,126,127.382166,131.8394269,120.5934753
1.29E+02,1.23E+02,123.0377197,136,130.2120407,135.4967158,127.6695557
1.46E+02,1.45E+02,147.2848663,124,123.7818985,128.1733084,148.802597
1.55E+02,1.57E+02,162.71492,136,129.9158966,133.6291685,147.6760864
1.93E+02,1.97E+02,206.7024231,144,149.2953266,148.7996496,197.1332245
1.94E+02,1.98E+02,190.5351257,165,153.7778421,149.4268458,200.4989014
2.03E+02,2.03E+02,199.5930939,190,173.393582,191.7615483,202.8379059
2.17E+02,2.13E+02,195.1841125,190,193.4967295,197.3497651,196.9018555
2.19E+02,2.03E+02,183.1253204,205,187.3407361,189.8875066,182.7807007
1.96E+02,1.85E+02,172.2510529,218,187.5547032,203.2213507,166.7507324
1.66E+02,1.46E+02,149.8739319,218,187.5547032,205.0377641,134.1480408
1.49E+02,1.36E+02,138.0431213,199,196.7911183,198.1859397,129.500946
1.19E+02,1.12E+02,109.0310593,159,153.9140533,156.6552881,115.8734665
1.32E+02,1.28E+02,126.8884201,142.5,126.9258376,140.4018083,134.1619873
6.10E+01,6.13E+01,45.27493668,126,117.1600925,125.1671815,50.8273468
9.00E+00,7.28E-01,0.431106567,128.5,118.2335767,136.1239637,8.673179626
9.00E+00,1.72E+01,14.71779633,49,57.10723144,58.43413894,25.20354462
4.20E+01,4.18E+01,37.69639587,11,12.00249983,11.18050556,39.26293182
4.30E+01,4.40E+01,40.27487183,15,20.1537067,15.14739691,39.27750778
5.10E+01,4.70E+01,45.10012817,41,44.7941626,41.64102092,41.96197891
2.80E+01,2.25E+01,22.36882019,43,39.9966978,40.92517396,29.57405853
2.60E+01,2.32E+01,20.40688324,43,44.48784974,47.54609192,24.2718811
1.40E+01,1.49E+01,12.92803955,26,26.03827711,26.7704118,12.93054962
1.50E+01,1.56E+01,15.72381592,23,26.38978447,29.86585435,15.06619263
1.00E+01,1.70E+01,19.81498718,14,14.87660784,17.96961296,17.44786835
6.00E+00,1.29E+01,14.34937286,16,16.31452232,17.28425479,17.07883453
1.00E+01,1.83E+01,17.71214294,12,21.15754858,16.18125401,22.41703033
1.00E+01,2.10E+01,22.28116608,13,16.52188279,12.23871955,22.39296722
1.70E+01,2.81E+01,25.13549805,12,20.86376852,19.83746764,32.40996552
1.60E+01,2.65E+01,24.61997986,12,19.21263115,15.77625936,21.74835205
2.20E+01,4.28E+01,34.35326385,23,27.28371573,26.02195659,39.99076462
3.20E+01,4.90E+01,39.07915878,23,26.06957638,25.31258774,56.49088287
